Angle_of_Repose,Aspartame,B_cyclodextrin,Bulk_Density,Carrs_Compressibility_Index,Citric_acid,Clove_oil_,Colloidal_silicon_dioxide_Aerosil_,Complexity,DOSE,Gum,Hausner_Ratio,Heavy_atom_count,Hydrogen_Bond_Acceptor_Count,Hydrogen_Bond_Donor_Count,Hydroxypropyl_Cellulose_HPC_,Indion,Lactose,LogS,Magnesium_Stearate,Mannitol,Menthol,Microcrystalline_Cellulose,Molecular_Weight,Neotame,Plantago_ovata,Polacrilin_Potassium,Polyethylene_Glycol,Polyvinylpyrrolidone_Crospovidone_,Rotational_bond_count,Sodium_Saccharine_,Sodium_croscarmellose,Sodium_lauryl_sulfate_SLS_,Sodium_saccharin,Sodium_starch_glycolate,Sodium_stearyl_fumarate_,Starch,Stevia_leaf_Powder_,Talc,Tapped_Density,Thickness,Topological_surface_area,Weight_mg_,Wetting_time,XLogP3_AA,polyvinyl_acetate,sodium_bicarbonate_NaHCO3_
0.0,1.0,0,0.0,0.0,0.0,0,4.0,514,60.0,0.0,0.0,24,4,0,0.0,0.0,62.0,-5.68,2.0,0.0,0,62.0,358.8,0.0,0.0,0.0,0.0,6.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.26,68.3,200.0,48.0,3.3,0.0,0.0
0.0,1.0,0,0.0,0.0,0.0,0,4.0,514,60.0,0.0,0.0,24,4,0,0.0,0.0,62.0,-5.68,2.0,0.0,0,62.0,358.8,0.0,0.0,0.0,0.0,0.0,3,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.28,68.3,200.0,42.0,3.3,0.0,0.0
0.0,1.0,0,0.0,0.0,0.0,0,4.0,514,60.0,0.0,0.0,24,4,0,0.0,0.0,62.0,-5.68,2.0,0.0,0,62.0,358.8,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,3.0,0.0,3.18,68.3,200.0,45.0,3.3,0.0,0.0
0.0,1.0,0,0.0,0.0,0.0,0,4.0,514,60.0,0.0,0.0,24,4,0,0.0,0.0,62.0,-5.68,2.0,5.4,0,62.0,358.8,0.0,0.0,0.0,0.0,0.3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.24,68.3,200.0,56.0,3.3,0.3,0.0
0.0,1.0,0,0.0,0.0,0.0,0,4.0,514,60.0,0.0,0.0,24,4,0,0.0,0.0,59.0,-5.68,2.0,0.0,0,59.0,358.8,0.0,0.0,0.0,0.0,12.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.24,68.3,200.0,35.0,3.3,0.0,0.0
0.0,1.0,0,0.0,0.0,0.0,0,4.0,514,60.0,0.0,0.0,24,4,0,0.0,0.0,59.0,-5.68,2.0,0.0,0,59.0,358.8,0.0,0.0,0.0,0.0,0.0,3,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.27,68.3,200.0,32.0,3.3,0.0,0.0
0.0,1.0,0,0.0,0.0,0.0,0,4.0,514,60.0,0.0,0.0,24,4,0,0.0,0.0,59.0,-5.68,2.0,0.0,0,59.0,358.8,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,3.0,0.0,3.28,68.3,200.0,38.0,3.3,0.0,0.0
0.0,1.0,0,0.0,0.0,0.0,0,4.0,514,60.0,0.0,0.0,24,4,0,0.0,0.0,59.0,-5.68,2.0,10.8,0,59.0,358.8,0.0,0.0,0.0,0.0,0.6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.17,68.3,200.0,49.0,3.3,0.6,0.0
0.0,1.0,0,0.0,0.0,0.0,0,4.0,514,60.0,0.0,0.0,24,4,0,0.0,0.0,56.0,-5.68,2.0,0.0,0,56.0,358.8,0.0,0.0,0.0,0.0,18.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.26,68.3,200.0,22.0,3.3,0.0,0.0
0.0,1.0,0,0.0,0.0,0.0,0,4.0,514,60.0,0.0,0.0,24,4,0,0.0,0.0,56.0,-5.68,2.0,0.0,0,56.0,358.8,0.0,0.0,0.0,0.0,0.0,3,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.32,68.3,200.0,20.0,3.3,0.0,0.0
