Angle_of_Repose,Aspartame,B_cyclodextrin,Bulk_Density,Carrs_Compressibility_Index,Citric_acid,Clove_oil_,Colloidal_silicon_dioxide_Aerosil_,Complexity,DOSE,Gum,Hausner_Ratio,Heavy_atom_count,Hydrogen_Bond_Acceptor_Count,Hydrogen_Bond_Donor_Count,Hydroxypropyl_Cellulose_HPC_,Indion,Lactose,LogS,Magnesium_Stearate,Mannitol,Menthol,Microcrystalline_Cellulose,Molecular_Weight,Neotame,Plantago_ovata,Polacrilin_Potassium,Polyethylene_Glycol,Polyvinylpyrrolidone_Crospovidone_,Rotational_bond_count,Sodium_Saccharine_,Sodium_croscarmellose,Sodium_lauryl_sulfate_SLS_,Sodium_saccharin,Sodium_starch_glycolate,Sodium_stearyl_fumarate_,Starch,Stevia_leaf_Powder_,Talc,Tapped_Density,Thickness,Topological_surface_area,Weight_mg_,Wetting_time,XLogP3_AA,polyvinyl_acetate,sodium_bicarbonate_NaHCO3_
22.23,0.5,0,0.515,4.98,0.0,0,0.5,375,5.0,5.0,1.06,21,3,2,0.0,0.0,0.0,-2.09,1.0,52.5,0,30.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.5,0.542,0.64,57.4,100.0,11.0,2.2,0.0,0.0
20.32,0.5,0,0.507,4.51,0.0,0,0.5,375,5.0,8.0,1.05,21,3,2,0.0,0.0,0.0,-2.09,1.0,49.5,0,30.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.5,0.531,0.64,57.4,100.0,8.0,2.2,0.0,0.0
24.69,0.5,0,0.513,7.89,0.0,0,0.5,375,5.0,2.0,1.08,21,3,2,0.0,0.0,0.0,-2.09,1.0,53.0,0,30.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0,0.5,0.557,0.64,57.4,100.0,10.0,2.2,0.0,0.0
23.29,0.5,0,0.512,11.87,0.0,0,0.5,375,5.0,5.0,1.13,21,3,2,0.0,0.0,0.0,-2.09,1.0,50.0,0,30.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0,0.5,0.581,0.63,57.4,100.0,12.0,2.2,0.0,0.0
21.69,0.5,0,0.509,10.54,0.0,0,0.5,375,5.0,8.0,1.11,21,3,2,0.0,0.0,0.0,-2.09,1.0,47.0,0,30.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0,0.5,0.569,0.63,57.4,100.0,9.0,2.2,0.0,0.0
23.56,0.5,0,0.518,5.64,0.0,0,0.5,375,5.0,2.0,1.12,21,3,2,0.0,0.0,0.0,-2.09,1.0,50.5,0,30.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0.5,0.549,0.63,57.4,100.0,10.0,2.2,0.0,0.0
22.84,0.5,0,0.514,8.37,0.0,0,0.5,375,5.0,5.0,1.09,21,3,2,0.0,0.0,0.0,-2.09,1.0,47.5,0,30.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0.5,0.561,0.64,57.4,100.0,9.0,2.2,0.0,0.0
21.84,0.5,0,0.511,7.76,0.0,0,0.5,375,5.0,8.0,1.08,21,3,2,0.0,0.0,0.0,-2.09,1.0,44.5,0,30.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0.5,0.554,0.63,57.4,100.0,7.0,2.2,0.0,0.0
32.4,0.75,0,0.23,11.39,0.0,0,0.0,375,5.0,0.0,1.15,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,0,39.75,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.26,3.17,57.4,150.0,66.0,2.2,0.0,0.0
32.0,0.75,0,0.31,11.54,0.0,0,0.0,375,5.0,0.0,1.13,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,0,36.75,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0.35,3.13,57.4,150.0,55.67,2.2,0.0,0.0
31.6,0.75,0,0.22,12.01,0.0,0,0.0,375,5.0,0.0,1.13,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,0,33.75,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0,0.0,0.25,3.17,57.4,150.0,43.67,2.2,0.0,0.0
31.1,0.75,0,0.25,13.64,0.0,0,0.0,375,5.0,0.0,1.16,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,0,39.75,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.29,3.1,57.4,150.0,15.3,2.2,0.0,0.0
31.3,0.75,0,0.25,10.86,0.0,0,0.0,375,5.0,0.0,1.12,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,0,36.75,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.28,3.2,57.4,150.0,14.3,2.2,0.0,0.0
30.4,0.75,0,0.25,11.74,0.0,0,0.0,375,5.0,0.0,1.13,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,0,33.75,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.28,3.17,57.4,150.0,12.3,2.2,0.0,0.0
30.0,0.75,0,0.27,10.11,0.0,0,0.0,375,5.0,0.0,1.11,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,0,39.75,287.36,0.0,0.0,0.0,0.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3,3.2,57.4,150.0,10.67,2.2,0.0,0.0
30.4,0.75,0,0.25,10.84,0.0,0,0.0,375,5.0,0.0,1.11,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,0,36.75,287.36,0.0,0.0,0.0,0.0,6.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.28,3.1,57.4,150.0,6.67,2.2,0.0,0.0
29.8,0.75,0,0.26,10.46,0.0,0,0.0,375,5.0,0.0,1.12,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,0,33.75,287.36,0.0,0.0,0.0,0.0,9.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.29,3.17,57.4,150.0,5.0,2.2,0.0,0.0
36.3,0.0,0,0.629,13.4,0.0,0,0.0,375,2.5,1.5,1.07,21,3,2,0.0,0.0,76.5,-2.09,1.5,18.0,0,20.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.673,4.1,57.4,150.0,84.0,2.2,0.0,0.0
36.59,0.0,0,0.58,13.3,0.0,0,0.0,375,2.5,1.5,1.057,21,3,2,0.0,0.0,66.5,-2.09,1.5,18.0,0,30.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.69,4.1,57.4,150.0,86.4,2.2,0.0,0.0
37.28,0.0,0,0.63,13.5,0.0,0,0.0,375,2.5,1.5,1.19,21,3,2,0.0,0.0,56.5,-2.09,1.5,18.0,0,40.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.78,4.9,57.4,150.0,153.6,2.2,0.0,0.0
31.13,0.0,0,0.608,12.3,0.0,0,0.0,375,2.5,1.5,1.193,21,3,2,0.0,0.0,56.5,-2.09,1.5,18.0,0,20.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.6,4.9,57.4,150.0,66.0,2.2,0.0,0.0
35.5,0.0,0,0.602,12.61,0.0,0,0.0,375,2.5,1.5,1.133,21,3,2,0.0,0.0,46.5,-2.09,1.5,18.0,0,30.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.6,4.5,57.4,150.0,69.0,2.2,0.0,0.0
33.1,0.0,0,0.624,13.9,0.0,0,0.0,375,2.5,1.5,1.293,21,3,2,0.0,0.0,36.5,-2.09,1.5,18.0,0,40.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.768,4.5,57.4,150.0,72.0,2.2,0.0,0.0
24.1,0.0,0,0.97,5.21,0.0,0,0.0,375,2.5,1.5,1.01,21,3,2,0.0,0.0,36.5,-2.09,1.5,18.0,0,20.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,60.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.771,4.5,57.4,150.0,18.6,2.2,0.0,0.0
26.73,0.0,0,0.621,6.51,0.0,0,0.0,375,2.5,1.5,1.09,21,3,2,0.0,0.0,26.5,-2.09,1.5,18.0,0,30.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,60.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.77,4.5,57.4,150.0,29.4,2.2,0.0,0.0
27.1,0.0,0,0.59,7.15,0.0,0,0.0,375,2.5,1.5,1.11,21,3,2,0.0,0.0,16.5,-2.09,1.5,18.0,0,40.0,287.36,0.0,0.0,0.0,0.0,0.0,5,0.0,60.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.73,4.4,57.4,150.0,31.8,2.2,0.0,0.0
